source_file,metric_group,group_value,metric_name,metric_value
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,1.0,accuracy,0.6850477200424178
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,1.0,macro_precision,0.3167815029713162
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,1.0,macro_recall,0.3892240069871648
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,1.0,macro_f1,0.3358054606068824
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,3.0,accuracy,0.6977730646871686
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,3.0,macro_precision,0.3362222753348193
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,3.0,macro_recall,0.411635623148781
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,3.0,macro_f1,0.3585064836353309
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,5.0,accuracy,0.7083775185577943
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,5.0,macro_precision,0.3518140550213861
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,5.0,macro_recall,0.4293228335991493
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,5.0,macro_f1,0.3736371365870776
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,7.0,accuracy,0.7094379639448568
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,7.0,macro_precision,0.3619972481414788
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,7.0,macro_recall,0.4175585744664692
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,7.0,macro_f1,0.3777529033362072
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,9.0,accuracy,0.6903499469777307
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,9.0,macro_precision,0.3440533120542447
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,9.0,macro_recall,0.4165551188577504
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,9.0,macro_f1,0.3658786945581626
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,11.0,accuracy,0.6882290562036055
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,11.0,macro_precision,0.3519003556105186
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,11.0,macro_recall,0.4296100098731678
qwen_zero_shot_structured_lemmatized_dailydialog_results,window_size,11.0,macro_f1,0.3764107934089574
qwen_zero_shot_structured_dailydialog_results,window_size,1.0,accuracy,0.7020148462354189
qwen_zero_shot_structured_dailydialog_results,window_size,1.0,macro_precision,0.3306398769565679
qwen_zero_shot_structured_dailydialog_results,window_size,1.0,macro_recall,0.3876509455456823
qwen_zero_shot_structured_dailydialog_results,window_size,1.0,macro_f1,0.3440007069314977
qwen_zero_shot_structured_dailydialog_results,window_size,3.0,accuracy,0.6882290562036055
qwen_zero_shot_structured_dailydialog_results,window_size,3.0,macro_precision,0.3204989828480322
qwen_zero_shot_structured_dailydialog_results,window_size,3.0,macro_recall,0.4056718500797448
qwen_zero_shot_structured_dailydialog_results,window_size,3.0,macro_f1,0.341708921090274
qwen_zero_shot_structured_dailydialog_results,window_size,5.0,accuracy,0.6967126193001061
qwen_zero_shot_structured_dailydialog_results,window_size,5.0,macro_precision,0.3354877748084882
qwen_zero_shot_structured_dailydialog_results,window_size,5.0,macro_recall,0.3995993772309562
qwen_zero_shot_structured_dailydialog_results,window_size,5.0,macro_f1,0.3509345187865956
qwen_zero_shot_structured_dailydialog_results,window_size,7.0,accuracy,0.6935312831389183
qwen_zero_shot_structured_dailydialog_results,window_size,7.0,macro_precision,0.3459768499054026
qwen_zero_shot_structured_dailydialog_results,window_size,7.0,macro_recall,0.4277872712083238
qwen_zero_shot_structured_dailydialog_results,window_size,7.0,macro_f1,0.3727563868015833
qwen_zero_shot_structured_dailydialog_results,window_size,9.0,accuracy,0.6786850477200425
qwen_zero_shot_structured_dailydialog_results,window_size,9.0,macro_precision,0.3188701923076923
