source_file,metric_group,group_value,metric_name,metric_value
qwen_zero_shot_structured_lemmatized_results,window_size,1.0,accuracy,0.5230024213075061
qwen_zero_shot_structured_lemmatized_results,window_size,1.0,macro_precision,0.337408306559464
qwen_zero_shot_structured_lemmatized_results,window_size,1.0,macro_recall,0.3269290507133162
qwen_zero_shot_structured_lemmatized_results,window_size,1.0,macro_f1,0.3263264085847612
qwen_zero_shot_structured_lemmatized_results,window_size,3.0,accuracy,0.5254237288135594
qwen_zero_shot_structured_lemmatized_results,window_size,3.0,macro_precision,0.3795033983658044
qwen_zero_shot_structured_lemmatized_results,window_size,3.0,macro_recall,0.3470455644386941
qwen_zero_shot_structured_lemmatized_results,window_size,3.0,macro_f1,0.348497519335499
qwen_zero_shot_structured_lemmatized_results,window_size,5.0,accuracy,0.5338983050847458
qwen_zero_shot_structured_lemmatized_results,window_size,5.0,macro_precision,0.3718108025305465
qwen_zero_shot_structured_lemmatized_results,window_size,5.0,macro_recall,0.3520000857632327
qwen_zero_shot_structured_lemmatized_results,window_size,5.0,macro_f1,0.3519514388559151
qwen_zero_shot_structured_lemmatized_results,window_size,7.0,accuracy,0.5387409200968523
qwen_zero_shot_structured_lemmatized_results,window_size,7.0,macro_precision,0.3875374544180236
qwen_zero_shot_structured_lemmatized_results,window_size,7.0,macro_recall,0.3608773254804993
qwen_zero_shot_structured_lemmatized_results,window_size,7.0,macro_f1,0.3619724501949855
qwen_zero_shot_structured_lemmatized_results,window_size,9.0,accuracy,0.5387409200968523
qwen_zero_shot_structured_lemmatized_results,window_size,9.0,macro_precision,0.3746211719750285
qwen_zero_shot_structured_lemmatized_results,window_size,9.0,macro_recall,0.3621936553159003
qwen_zero_shot_structured_lemmatized_results,window_size,9.0,macro_f1,0.3611210924077022
qwen_zero_shot_structured_lemmatized_results,window_size,11.0,accuracy,0.5375302663438256
qwen_zero_shot_structured_lemmatized_results,window_size,11.0,macro_precision,0.3757743697012322
qwen_zero_shot_structured_lemmatized_results,window_size,11.0,macro_recall,0.3539019653949385
qwen_zero_shot_structured_lemmatized_results,window_size,11.0,macro_f1,0.3563366071727622
qwen_zero_shot_structured_results,window_size,1.0,accuracy,0.5314769975786925
qwen_zero_shot_structured_results,window_size,1.0,macro_precision,0.3779038148234314
qwen_zero_shot_structured_results,window_size,1.0,macro_recall,0.3514792897968709
qwen_zero_shot_structured_results,window_size,1.0,macro_f1,0.3555490325374016
qwen_zero_shot_structured_results,window_size,3.0,accuracy,0.5375302663438256
qwen_zero_shot_structured_results,window_size,3.0,macro_precision,0.3908523896386265
qwen_zero_shot_structured_results,window_size,3.0,macro_recall,0.3652026240989771
qwen_zero_shot_structured_results,window_size,3.0,macro_f1,0.368299082734507
qwen_zero_shot_structured_results,window_size,5.0,accuracy,0.5266343825665859
qwen_zero_shot_structured_results,window_size,5.0,macro_precision,0.3786766527736444
qwen_zero_shot_structured_results,window_size,5.0,macro_recall,0.3561073945783723
qwen_zero_shot_structured_results,window_size,5.0,macro_f1,0.3589001821210961
qwen_zero_shot_structured_results,window_size,7.0,accuracy,0.5242130750605327
qwen_zero_shot_structured_results,window_size,7.0,macro_precision,0.3640036003806567
qwen_zero_shot_structured_results,window_size,7.0,macro_recall,0.3501600115513588
qwen_zero_shot_structured_results,window_size,7.0,macro_f1,0.3513753974514548
qwen_zero_shot_structured_results,window_size,9.0,accuracy,0.5242130750605327
qwen_zero_shot_structured_results,window_size,9.0,macro_precision,0.385061121522094
qwen_zero_shot_structured_results,window_size,9.0,macro_recall,0.3528936791872709
qwen_zero_shot_structured_results,window_size,9.0,macro_f1,0.3595800520964649
qwen_zero_shot_structured_results,window_size,11.0,accuracy,0.5193704600484261
qwen_zero_shot_structured_results,window_size,11.0,macro_precision,0.3726030495175889
qwen_zero_shot_structured_results,window_size,11.0,macro_recall,0.3543470743134224
qwen_zero_shot_structured_results,window_size,11.0,macro_f1,0.3560896127616674
qwen_zero_shot_lemmatized_results,window_size,1.0,accuracy,0.5121065375302664
qwen_zero_shot_lemmatized_results,window_size,1.0,macro_precision,0.2885506570025281
qwen_zero_shot_lemmatized_results,window_size,1.0,macro_recall,0.2568565117916082
qwen_zero_shot_lemmatized_results,window_size,1.0,macro_f1,0.2559235848068702
qwen_zero_shot_lemmatized_results,window_size,3.0,accuracy,0.4648910411622276
qwen_zero_shot_lemmatized_results,window_size,3.0,macro_precision,0.2068242939090008
qwen_zero_shot_lemmatized_results,window_size,3.0,macro_recall,0.1830010032345891
qwen_zero_shot_lemmatized_results,window_size,3.0,macro_f1,0.1775706348765214
